"Inbound Document Number","GR Number","Ship-To Code","Ship-To Name","SKU","SKU Description","Case Weight","Category","Subgrid Location","Pallet ID","Subgrid/Rollcage","Allocated Quantity","Sorted Quantity","Date Sorted"
"ID-180822-001","ZGR-000000015","STC-000000659","ROBINSONS SPMKT KARANGALAN","JF000941","FILLED MILK 24 X 245 ML SLIM",6.7,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000015","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000015","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF000941","FILLED MILK 24 X 245 ML SLIM",6.7,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000015","GRC-018",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000015","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000941","FILLED MILK 24 X 245 ML SLIM",6.7,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000015","GRC-009",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000015","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF000941","FILLED MILK 24 X 245 ML SLIM",6.7,"FOOD","GSRT-B02-05","ZEU000000015","GRC-028",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000026","STC-000000626","ROBINSONS DEPT STORE GALLERIA","JF001016","SEL STRAWBERRY 235ML",6.66,"FOOD","GSRT-B02-10,GSRT-B02-11,GSRT-B02-12","ZEU000000026","GRC-035",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000026","STC-000000641","ROBINSONS SPMKT ANTIPOLO","JF001016","SEL STRAWBERRY 235ML",6.66,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000026","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000026","STC-000000645","ROBINSONS SPMKT BF PARANAQUE","JF001016","SEL STRAWBERRY 235ML",6.66,"FOOD","GSRT-B01-25,GSRT-B02-25","ZEU000000026","GRC-048",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000026","STC-000000668","ROBINSONS SPMKT MONTALBAN TOWN CENTER","JF001016","SEL STRAWBERRY 235ML",6.66,"FOOD","GSRT-B01-15,GSRT-B01-16,GSRT-B01-17,GSRT-B01-18,ZEU-C02-01","ZEU000000026","GRC-018",3,3,"Aug 22, 2018"
"ID-180822-001","ZGR-000000026","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF001016","SEL STRAWBERRY 235ML",6.66,"FOOD","GSRT-B02-05","ZEU000000026","GRC-028",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000026","STC-000000093","ISETANN SUPERMARKET STA. MESA","JF001016","SEL STRAWBERRY 235ML",6.66,"FOOD","GSRT-B01-13","ZEU000000026","GRC-013",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000028","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF001018","SEL FULLCREAM MILK 180MLX24",6.66,"FOOD","GSRT-B02-05","ZEU000000028","GRC-028",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000007","STC-000000521","PUREGOLD JR SAN DIONISIO","JF000947","SEL FORT LFCHOCO245MLX24",6.54,"FOOD","GSRT-B02-22","ZEU000000007","GRC-045",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000007","STC-000000656","ROBINSONS SPMKT FEDERAL BAY","JF000947","SEL FORT LFCHOCO245MLX24",6.54,"FOOD","GSRT-B02-21","ZEU000000007","GRC-044",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000007","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000947","SEL FORT LFCHOCO245MLX24",6.54,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000007","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000024","STC-000000640","ROBINSONS SPMKT ACACIA ESCALADES","JF000943","SEL FORT LOWFAT MILK 245mlx24",6.49,"FOOD","GSRT-B02-13","ZEU000000024","GRC-036",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000024","STC-000000664","ROBINSONS SPMKT MERCEDES","JF000943","SEL FORT LOWFAT MILK 245mlx24",6.49,"FOOD","GSRT-B02-17,GSRT-B02-18","ZEU000000024","GRC-041",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000024","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000943","SEL FORT LOWFAT MILK 245mlx24",6.49,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000024","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000025","STC-000000641","ROBINSONS SPMKT ANTIPOLO","JF000923","SK GRAPE(M) 235ML X 24",6.28,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000025","GRC-002",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000025","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","JF000923","SK GRAPE(M) 235ML X 24",6.28,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000025","GRC-031",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000025","STC-000000666","ROBINSONS SPMKT METRO EAST","JF000923","SK GRAPE(M) 235ML X 24",6.28,"FOOD","GSRT-B02-19,GSRT-B02-20","ZEU000000025","GRC-043",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000025","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000923","SK GRAPE(M) 235ML X 24",6.28,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000025","GRC-009",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000601","PUREGOLD PRICE CLUB SOUTH PARK","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B02-23","ZEU000000045","GRC-046",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000626","ROBINSONS DEPT STORE GALLERIA","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B02-10,GSRT-B02-11,GSRT-B02-12","ZEU000000045","GRC-035",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000627","ROBINSONS EASYMART AGUIRRE","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B02-24","ZEU000000045","GRC-047",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000647","ROBINSONS SPMKT CAINTA","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B01-05,GSRT-B01-06,ZEU-C01-01","ZEU000000045","GRC-006",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000648","ROBINSONS SPMKT CALIFORNIA","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B01-10,GSRT-B01-11,GSRT-B01-12","ZEU000000045","GRC-012",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000655","ROBINSONS SPMKT EASTWOOD TECHNO","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B02-07,GSRT-B02-08","ZEU000000045","GRC-031",2,2,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000659","ROBINSONS SPMKT KARANGALAN","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B02-14,GSRT-B02-15","ZEU000000045","GRC-038",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000661","ROBINSONS SPMKT MADISON GALLERIES ALABANG","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B01-23","ZEU000000045","GRC-023",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000674","ROBINSONS SPMKT RP PIONEER","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B01-08,GSRT-B01-09","ZEU000000045","GRC-009",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000045","STC-000000677","ROBINSONS SPMKT SELECTIONS 8 FORBES","JF000922","SK APPLE(M) 235ML X24",6.28,"FOOD","GSRT-B02-05","ZEU000000045","GRC-028",1,1,"Aug 22, 2018"
"ID-180822-001","ZGR-000000060","STC-000000641","ROBINSONS SPMKT ANTIPOLO","JF000921","SK MANGO(M) 235ML X24",6.28,"FOOD","GSRT-B01-01,GSRT-B01-02","ZEU000000060","GRC-002",1,1,"Aug 22, 2018"
